window_id,lambda_center_um,lambda_start_um,lambda_end_um,num_points,E_L2,dominant_pc,dominant_sign,dominance_index,opposition_fraction,V_PC1,V_PC2,V_PC3,V_PC4,V_PC5,V_PC6,V_PC7,V_PC8,V_PC9,sum_absV,target_pc,DI_target,V_target,score_per_pc
95,12.250000000000009,12.000000000000009,12.500000000000009,34,0.22763166786132324,PC1,1,0.3371012110424337,0.375,0.1564319392953305,0.12304875641849693,-0.10083025076452082,-0.03460473952785104,0.012467855402989614,0.025259828083691115,-0.0023689455858307363,0.004378901584226673,0.004659146169010745,0.4640503628319482,PC1,0.3371012110424337,0.1564319392953305,0.07673491090766109
94,12.15000000000001,11.90000000000001,12.40000000000001,34,0.2283033474724767,PC1,1,0.3326311226748591,0.375,0.15445817262244765,0.1252658562106955,-0.10255442076642234,-0.03601371992170546,0.011201229186363551,0.024323961167322362,-0.0018543168473816544,0.003663080929261984,0.005017980541895878,0.46435273819349643,PC1,0.3326311226748591,0.15445817262244765,0.07594079878019838
91,11.850000000000009,11.600000000000009,12.100000000000009,36,0.22298573554733148,PC1,1,0.3360126500399238,0.375,0.15257707751039132,0.12105209885521778,-0.09919053265768053,-0.03428347199260261,0.011697382867154263,0.024397547487429144,-0.0021491928897110855,0.003970205695304531,0.004763839339729195,0.4540813492952205,PC1,0.3360126500399238,0.15257707751039132,0.07492602792236049
92,11.950000000000008,11.700000000000008,12.200000000000008,35,0.22359410492558168,PC1,1,0.3344875980142122,0.375,0.15218401940961174,0.12208030775987384,-0.09983765680911327,-0.034777694477434395,0.011359027433569806,0.024147408509598105,-0.0019776214469555066,0.0037704904364203574,0.004842341796773867,0.45497656807935083,PC1,0.3344875980142122,0.15218401940961174,0.07478945508669554
93,12.050000000000008,11.800000000000008,12.300000000000008,34,0.2260325813596786,PC1,1,0.33061072310339995,0.375,0.15180691664102955,0.12486330954480293,-0.10215164588710357,-0.03625137675681547,0.010430244416484179,0.02359110141130221,-0.0016283789315348477,0.0032879011687261574,0.0051603076407564915,0.45917118239855537,PC1,0.33061072310339995,0.15180691664102955,0.07472879516825143
94,12.15000000000001,11.90000000000001,12.40000000000001,34,0.2283033474724767,PC1,1,0.3326311226748591,0.375,0.15445817262244765,0.1252658562106955,-0.10255442076642234,-0.03601371992170546,0.011201229186363551,0.024323961167322362,-0.0018543168473816544,0.003663080929261984,0.005017980541895878,0.46435273819349643,PC2,0.2697644396327368,0.1252658562106955,0.061588124597190666
93,12.050000000000008,11.800000000000008,12.300000000000008,34,0.2260325813596786,PC1,1,0.33061072310339995,0.375,0.15180691664102955,0.12486330954480293,-0.10215164588710357,-0.03625137675681547,0.010430244416484179,0.02359110141130221,-0.0016283789315348477,0.0032879011687261574,0.0051603076407564915,0.45917118239855537,PC2,0.2719319380901892,0.12486330954480293,0.06146547792066577
95,12.250000000000009,12.000000000000009,12.500000000000009,34,0.22763166786132324,PC1,1,0.3371012110424337,0.375,0.1564319392953305,0.12304875641849693,-0.10083025076452082,-0.03460473952785104,0.012467855402989614,0.025259828083691115,-0.0023689455858307363,0.004378901584226673,0.004659146169010745,0.4640503628319482,PC2,0.26516250449104367,0.12304875641849693,0.06035938315158189
92,11.950000000000008,11.700000000000008,12.200000000000008,35,0.22359410492558168,PC1,1,0.3344875980142122,0.375,0.15218401940961174,0.12208030775987384,-0.09983765680911327,-0.034777694477434395,0.011359027433569806,0.024147408509598105,-0.0019776214469555066,0.0037704904364203574,0.004842341796773867,0.45497656807935083,PC2,0.26832218695399335,0.12208030775987384,0.05999525922365273
91,11.850000000000009,11.600000000000009,12.100000000000009,36,0.22298573554733148,PC1,1,0.3360126500399238,0.375,0.15257707751039132,0.12105209885521778,-0.09919053265768053,-0.03428347199260261,0.011697382867154263,0.024397547487429144,-0.0021491928897110855,0.003970205695304531,0.004763839339729195,0.4540813492952205,PC2,0.26658681102648835,0.12105209885521778,0.05944505614395896
94,12.15000000000001,11.90000000000001,12.40000000000001,34,0.2283033474724767,PC1,1,0.3326311226748591,0.375,0.15445817262244765,0.1252658562106955,-0.10255442076642234,-0.03601371992170546,0.011201229186363551,0.024323961167322362,-0.0018543168473816544,0.003663080929261984,0.005017980541895878,0.46435273819349643,PC3,0.22085456234283637,-0.10255442076642234,0.050421835887438336
93,12.050000000000008,11.800000000000008,12.300000000000008,34,0.2260325813596786,PC1,1,0.33061072310339995,0.375,0.15180691664102955,0.12486330954480293,-0.10215164588710357,-0.03625137675681547,0.010430244416484179,0.02359110141130221,-0.0016283789315348477,0.0032879011687261574,0.0051603076407564915,0.45917118239855537,PC3,0.22246963616814502,-0.10215164588710357,0.050285386137234336
95,12.250000000000009,12.000000000000009,12.500000000000009,34,0.22763166786132324,PC1,1,0.3371012110424337,0.375,0.1564319392953305,0.12304875641849693,-0.10083025076452082,-0.03460473952785104,0.012467855402989614,0.025259828083691115,-0.0023689455858307363,0.004378901584226673,0.004659146169010745,0.4640503628319482,PC3,0.21728299090035538,-0.10083025076452082,0.04946048961654462
92,11.950000000000008,11.700000000000008,12.200000000000008,35,0.22359410492558168,PC1,1,0.3344875980142122,0.375,0.15218401940961174,0.12208030775987384,-0.09983765680911327,-0.034777694477434395,0.011359027433569806,0.024147408509598105,-0.0019776214469555066,0.0037704904364203574,0.004842341796773867,0.45497656807935083,PC3,0.2194347221672764,-0.09983765680911327,0.049064310292585865
91,11.850000000000009,11.600000000000009,12.100000000000009,36,0.22298573554733148,PC1,1,0.3360126500399238,0.375,0.15257707751039132,0.12105209885521778,-0.09919053265768053,-0.03428347199260261,0.011697382867154263,0.024397547487429144,-0.0021491928897110855,0.003970205695304531,0.004763839339729195,0.4540813492952205,PC3,0.2184422082334677,-0.09919053265768053,0.04870949647752314
44,7.150000000000004,6.900000000000004,7.400000000000004,98,0.1849526537770506,PC8,1,0.17122763287795084,0.375,0.07136874761989545,-0.04645750329090016,0.034192211581291376,0.056892238299318575,0.039011346871266256,0.08328515564363718,-0.07625135528566594,0.08852194377571736,-0.0210034813962765,0.5169839837639688,PC4,0.11004642326655319,0.056892238299318575,0.020353378021821578
43,7.050000000000004,6.800000000000004,7.300000000000004,101,0.1856982145245641,PC8,1,0.17496691866072336,0.375,0.0700862205396341,-0.045882340167045406,0.03404972279026664,0.05652580422542015,0.03783761800361414,0.08341019624923919,-0.07793088117516173,0.09054691192392009,-0.021239058106056696,0.5175087531803582,PC4,0.10922675969834313,0.05652580422542015,0.020283214254285933
45,7.2500000000000036,7.0000000000000036,7.5000000000000036,95,0.18158627890037277,PC8,1,0.16610179838225006,0.375,0.07294412992112294,-0.046532008909726884,0.03372392628784373,0.05641755200754442,0.04034868561772899,0.08175056728750785,-0.07244065606169287,0.08467468724977993,-0.020943647451274975,0.5097758607942225,PC4,0.11067128976967797,0.05641755200754442,0.020096387690380715
42,6.950000000000004,6.700000000000004,7.200000000000004,104,0.18435848991667309,PC8,1,0.17737347509496876,0.375,0.06887959399576872,-0.045064315938665146,0.0335273362823213,0.05564498005937127,0.036907380574313385,0.08257251166796209,-0.07792182727141139,0.090989395816736,-0.021474634802373996,0.5129819764089233,PC4,0.10847355778249392,0.05564498005937127,0.01999802130866956
46,7.350000000000004,7.100000000000004,7.600000000000004,93,0.17642038572270136,PC6,1,0.15947299501691034,0.375,0.07663694279406244,-0.04533252347146841,0.03206045451574788,0.05500964433205605,0.04188391062863077,0.07915033843761145,-0.06688691193212533,0.07894352911225906,-0.02042014395859889,0.49632439918256027,PC4,0.11083405212932552,0.05500964433205605,0.0195533862278656
51,7.850000000000005,7.600000000000005,8.100000000000005,81,0.12230731101640017,PC1,1,0.3567024497387588,0.375,0.09761173411292225,-0.0076361941857345595,0.0013947751168939997,0.025849160716663367,0.033430081481437154,0.044562479743381594,-0.02437292561533125,0.030637487467031668,-0.008155466413881693,0.2736503048532775,PC5,0.12216350900599686,0.033430081481437154,0.014941490290851261
50,7.750000000000004,7.500000000000004,8.000000000000004,84,0.13337261434028472,PC1,1,0.27497435867820663,0.375,0.09335692177705536,-0.021785323482304247,0.011999238511384538,0.03531606581288638,0.03794814385193764,0.0535490004623551,-0.03300872146633337,0.0409224633154864,-0.011625493310791797,0.3395113719905348,PC5,0.1117728211265795,0.03794814385193764,0.014907433365840916
49,7.650000000000004,7.400000000000004,7.900000000000004,86,0.14380899544756376,PC1,1,0.22430569296966008,0.375,0.08738618944957363,-0.03198636230506711,0.019941471865541717,0.04240200534579798,0.040346836287141856,0.060922462286053955,-0.041355362729571396,0.05062027161320376,-0.014624288018030522,0.3895852498999819,PC5,0.10356356226910564,0.040346836287141856,0.014893371854891299
46,7.350000000000004,7.100000000000004,7.600000000000004,93,0.17642038572270136,PC6,1,0.15947299501691034,0.375,0.07663694279406244,-0.04533252347146841,0.03206045451574788,0.05500964433205605,0.04188391062863077,0.07915033843761145,-0.06688691193212533,0.07894352911225906,-0.02042014395859889,0.49632439918256027,PC5,0.08438817575282016,0.04188391062863077,0.014887794516747647
47,7.450000000000005,7.200000000000005,7.700000000000005,90,0.16468916380160992,PC1,1,0.1694118316415816,0.375,0.07847744797183671,-0.042845924857524864,0.029517361034185022,0.05177358128289014,0.04176224319598308,0.07321540490496195,-0.0579653748788936,0.06901835737402456,-0.01865905741748077,0.46323475291778066,PC5,0.09015351921015184,0.04176224319598308,0.014847307692492283
43,7.050000000000004,6.800000000000004,7.300000000000004,101,0.1856982145245641,PC8,1,0.17496691866072336,0.375,0.0700862205396341,-0.045882340167045406,0.03404972279026664,0.05652580422542015,0.03783761800361414,0.08341019624923919,-0.07793088117516173,0.09054691192392009,-0.021239058106056696,0.5175087531803582,PC6,0.16117639699162675,0.08341019624923919,0.02993016914484741
44,7.150000000000004,6.900000000000004,7.400000000000004,98,0.1849526537770506,PC8,1,0.17122763287795084,0.375,0.07136874761989545,-0.04645750329090016,0.034192211581291376,0.056892238299318575,0.039011346871266256,0.08328515564363718,-0.07625135528566594,0.08852194377571736,-0.0210034813962765,0.5169839837639688,PC6,0.1610981350665234,0.08328515564363718,0.02979552759908724
42,6.950000000000004,6.700000000000004,7.200000000000004,104,0.18435848991667309,PC8,1,0.17737347509496876,0.375,0.06887959399576872,-0.045064315938665146,0.0335273362823213,0.05564498005937127,0.036907380574313385,0.08257251166796209,-0.07792182727141139,0.090989395816736,-0.021474634802373996,0.5129819764089233,PC6,0.1609657170530675,0.08257251166796209,0.029675396524257998
41,6.850000000000003,6.600000000000003,7.100000000000003,107,0.18172560099203672,PC8,1,0.17919785341245298,0.375,0.06765324320647097,-0.044060779896019184,0.032702870804015016,0.054347215117968264,0.03614833518317771,0.08112054272229398,-0.0769255112653512,0.09055921187130825,-0.021841088305112,0.5053587983717166,PC6,0.16052068942633857,0.08112054272229398,0.02917071875765745
45,7.2500000000000036,7.0000000000000036,7.5000000000000036,95,0.18158627890037277,PC8,1,0.16610179838225006,0.375,0.07294412992112294,-0.046532008909726884,0.03372392628784373,0.05641755200754442,0.04034868561772899,0.08175056728750785,-0.07244065606169287,0.08467468724977993,-0.020943647451274975,0.5097758607942225,PC6,0.1603657088826093,0.08175056728750785,0.029120212339213476
42,6.950000000000004,6.700000000000004,7.200000000000004,104,0.18435848991667309,PC8,1,0.17737347509496876,0.375,0.06887959399576872,-0.045064315938665146,0.0335273362823213,0.05564498005937127,0.036907380574313385,0.08257251166796209,-0.07792182727141139,0.090989395816736,-0.021474634802373996,0.5129819764089233,PC7,0.15189973693987263,-0.07792182727141139,0.0280040061209748
43,7.050000000000004,6.800000000000004,7.300000000000004,101,0.1856982145245641,PC8,1,0.17496691866072336,0.375,0.0700862205396341,-0.045882340167045406,0.03404972279026664,0.05652580422542015,0.03783761800361414,0.08341019624923919,-0.07793088117516173,0.09054691192392009,-0.021239058106056696,0.5175087531803582,PC7,0.15058852762631797,-0.07793088117516173,0.02796402070809024
41,6.850000000000003,6.600000000000003,7.100000000000003,107,0.18172560099203672,PC8,1,0.17919785341245298,0.375,0.06765324320647097,-0.044060779896019184,0.032702870804015016,0.054347215117968264,0.03614833518317771,0.08112054272229398,-0.0769255112653512,0.09055921187130825,-0.021841088305112,0.5053587983717166,PC7,0.152219594302519,-0.0769255112653512,0.027662197257389273
44,7.150000000000004,6.900000000000004,7.400000000000004,98,0.1849526537770506,PC8,1,0.17122763287795084,0.375,0.07136874761989545,-0.04645750329090016,0.034192211581291376,0.056892238299318575,0.039011346871266256,0.08328515564363718,-0.07625135528566594,0.08852194377571736,-0.0210034813962765,0.5169839837639688,PC7,0.1474926838748622,-0.07625135528566594,0.027279163295355364
40,6.7500000000000036,6.5000000000000036,7.0000000000000036,110,0.17878007292960668,PC8,1,0.1811331434542075,0.375,0.06638566820826027,-0.04298796549796416,0.03177946827352086,0.05287075807881673,0.03537790000112719,0.07948762445969956,-0.07574854370064077,0.08999990418490462,-0.02223370898504679,0.49687154138998096,PC7,0.1524509604408754,-0.07574854370064077,0.027255193825808287
42,6.950000000000004,6.700000000000004,7.200000000000004,104,0.18435848991667309,PC8,1,0.17737347509496876,0.375,0.06887959399576872,-0.045064315938665146,0.0335273362823213,0.05564498005937127,0.036907380574313385,0.08257251166796209,-0.07792182727141139,0.090989395816736,-0.021474634802373996,0.5129819764089233,PC8,0.17737347509496876,0.090989395816736,0.032700306019781064
41,6.850000000000003,6.600000000000003,7.100000000000003,107,0.18172560099203672,PC8,1,0.17919785341245298,0.375,0.06765324320647097,-0.044060779896019184,0.032702870804015016,0.054347215117968264,0.03614833518317771,0.08112054272229398,-0.0769255112653512,0.09055921187130825,-0.021841088305112,0.5053587983717166,PC8,0.17919785341245298,0.09055921187130825,0.032564837607860914
43,7.050000000000004,6.800000000000004,7.300000000000004,101,0.1856982145245641,PC8,1,0.17496691866072336,0.375,0.0700862205396341,-0.045882340167045406,0.03404972279026664,0.05652580422542015,0.03783761800361414,0.08341019624923919,-0.07793088117516173,0.09054691192392009,-0.021239058106056696,0.5175087531803582,PC8,0.17496691866072336,0.09054691192392009,0.03249104439616096
40,6.7500000000000036,6.5000000000000036,7.0000000000000036,110,0.17878007292960668,PC8,1,0.1811331434542075,0.375,0.06638566820826027,-0.04298796549796416,0.03177946827352086,0.05287075807881673,0.03537790000112719,0.07948762445969956,-0.07574854370064077,0.08999990418490462,-0.02223370898504679,0.49687154138998096,PC8,0.1811331434542075,0.08999990418490462,0.03238299659671213
39,6.650000000000004,6.400000000000004,6.900000000000004,113,0.17513799529259325,PC8,1,0.18292827690074678,0.375,0.0649563918431239,-0.04177955323216907,0.030710961591161573,0.05119936765297498,0.03457510761132989,0.0775464501625688,-0.07418932785251427,0.08900120878278774,-0.022577722304895465,0.4865360910335257,PC8,0.18292827690074678,0.08900120878278774,0.03203769169872518
39,6.650000000000004,6.400000000000004,6.900000000000004,113,0.17513799529259325,PC8,1,0.18292827690074678,0.375,0.0649563918431239,-0.04177955323216907,0.030710961591161573,0.05119936765297498,0.03457510761132989,0.0775464501625688,-0.07418932785251427,0.08900120878278774,-0.022577722304895465,0.4865360910335257,PC9,0.046405030831185974,-0.022577722304895465,0.008127284071264894
40,6.7500000000000036,6.5000000000000036,7.0000000000000036,110,0.17878007292960668,PC8,1,0.1811331434542075,0.375,0.06638566820826027,-0.04298796549796416,0.03177946827352086,0.05287075807881673,0.03537790000112719,0.07948762445969956,-0.07574854370064077,0.08999990418490462,-0.02223370898504679,0.49687154138998096,PC9,0.04474739873982067,-0.02223370898504679,0.00799994321011533
38,6.550000000000003,6.300000000000003,6.800000000000003,117,0.17234415243922685,PC8,1,0.18283080031901947,0.375,0.06397507588601031,-0.041141833119598244,0.030218934204476692,0.050390763928819325,0.03408050288984106,0.0763133968970742,-0.0729521807021682,0.08754460451016903,-0.022211244177460527,0.47882853631561756,PC9,0.046386634239401495,-0.022211244177460527,0.007994465162498072
41,6.850000000000003,6.600000000000003,7.100000000000003,107,0.18172560099203672,PC8,1,0.17919785341245298,0.375,0.06765324320647097,-0.044060779896019184,0.032702870804015016,0.054347215117968264,0.03614833518317771,0.08112054272229398,-0.0769255112653512,0.09055921187130825,-0.021841088305112,0.5053587983717166,PC9,0.04321897308503332,-0.021841088305112,0.00785399385813634
42,6.950000000000004,6.700000000000004,7.200000000000004,104,0.18435848991667309,PC8,1,0.17737347509496876,0.375,0.06887959399576872,-0.045064315938665146,0.0335273362823213,0.05564498005937127,0.036907380574313385,0.08257251166796209,-0.07792182727141139,0.090989395816736,-0.021474634802373996,0.5129819764089233,PC9,0.04186235733408205,-0.021474634802373996,0.007717680982463531
